title,abstract,pub_year,NMF_Topic,processed_text,label_topik
Sistem Informasi Pertanian Berbasis Kecerdasan Buatan (E-Tandur),"Topik dari penelitian ini adalah perancang suatu model sistem informasi pertanian yang berbasiskan Internet of Things yang digunakan sebagai media untuk meningkatkan presisi kualitas hasil pertanian. Penyusun data sistem informasi ini adalah berupa data tabular, yaitu data angka dari data tanah, tanaman dan ketersediaan air dan data spasial berupa data luas, posisi dari lahan pertanian. Metode yang digunakan adalah Farming System Analysis (FSA) dan untuk perancangan pembuatan sistem informasinya menggunakan metode pendekatan berorientasi objek. Tujuan penelitian ini adalah didasarkan kepada sering berubahnya angka tingkat kelayakan panen pada sektor pertanian. Saat ini tingkat kelayakan hasil panen tidak hanya terjadi pada lahan yang tidak produktif tetapi juga merambah ke lahan yang produktivitasnya baik. Maka dari itu diperlukan adanya sistem informasi yang dapat mengamati angka kelayakan hasil panen yang akan dihasilkan oleh sektor pertanian. Dengan mengintegrasikan sistem informasi ke dalam sektor pertanian, akan menghasilkan peningkatkan kualitas, kuantitas, ketahanan dan mengefektifkan biaya produksi pertanian, dan menggeser paradigma penerapan dari Object Oriented kepada Smart Object Oriented berbasiskan Internet of Things. Collapse",2020,9,sistem informasi pertanian berbasis etandur topik penelitian perancang suatu model sistem informasi pertanian berbasiskan internet things digunakan media meningkatkan presisi kualitas hasil pertanian penyusun data sistem informasi adalah berupa data tabular data angka data tanah tanaman ketersediaan air data spasial berupa data luas posisi lahan pertanian metode digunakan adalah farming system analysis fsa untuk perancangan pembuatan sistem informasinya menggunakan metode pendekatan berorientasi objek tujuan penelitian adalah didasarkan sering berubahnya angka tingkat kelayakan panen sektor pertanian ini tingkat kelayakan hasil panen hanya terjadi lahan tidak produktif juga merambah lahan produktivitasnya baik diperlukan adanya sistem informasi dapat mengamati angka kelayakan hasil panen dihasilkan sektor pertanian mengintegrasikan sistem informasi dalam sektor pertanian akan menghasilkan peningkatkan kualitas kuantitas ketahanan mengefektifkan biaya produksi pertanian menggeser paradigma penerapan dari object oriented smart object oriented berbasiskan internet things,Pengembangan Chatbot Berbasis Natural Language Processing untuk Layanan Informasi
KECERDASAN BUATAN (AI) DAN NILAI CO-CREATION DALAM PENJUALAN B2B (BUSINESS-TO-BUSINESS),"Kemajuan berkelanjutan dalam teknologi informasi, seperti Artificial intelligence (AI), membuka peluang baru dan menarik untuk kreasi nilai bersama di antara para pelaku ekonomi. Namun, sedikit yang diketahui tentang mekanisme dan proses penciptaan nilai bersama yang dimungkinkan oleh AI. Sementara para sarjana setuju bahwa teknologi AI secara signifikan mengubah aktivitas manusia dan sumber daya manusia, saat ini kami tidak memiliki pemahaman yang memadai tentang bagaimana manusia dan teknologi AI berinteraksi dalam penciptaan nilai bersama. Ini adalah fenomena sentral yang diselidiki dalam artikel ini. Secara khusus, dengan menggunakan Service-Dominant Logic (S-DL) sebagai lensa, studi ini menyelidiki aktivitas, peran, dan sumber daya yang dipertukarkan dalam co-creation bersama nilai yang diaktifkan AI, menggunakan penciptaan kecerdasan kompetitif sebagai konteks penelitian. Analisis menunjukkan bahwa proses penciptaan bersama nilai yang diaktifkan oleh AI adalah interaksi kompleks antara aktor manusia dan non-manusia yang melakukan salah satu dari enam peran berbeda baik secara bersama-sama maupun secara independen. Artikel ini berkontribusi pada SD-L dan memberikan pemahaman yang lebih dalam tentang aktivitas ('bagaimana'), aktor ('siapa'), dan sumber daya ('apa') dalam kreasi bersama nilai yang didukung AI , dengan demikian membantu menutup celah yang teridentifikasi dalam literatur. Collapse",2020,11,nilai cocreation penjualan b2b businesstobusiness kemajuan berkelanjutan teknologi informasi artificial intelligence membuka peluang baru menarik kreasi nilai bersama pelaku ekonomi sedikit diketahui mekanisme proses penciptaan nilai bersama dimungkinkan para sarjana setuju teknologi signifikan mengubah aktivitas manusia sumber daya manusia tidak memiliki pemahaman memadai bagaimana manusia teknologi berinteraksi penciptaan nilai bersama fenomena sentral diselidiki artikel khusus menggunakan servicedominant logic sdl lensa studi menyelidiki aktivitas peran sumber daya dipertukarkan cocreation bersama nilai diaktifkan menggunakan penciptaan kecerdasan kompetitif konteks penelitian analisis menunjukkan proses penciptaan bersama nilai diaktifkan adalah interaksi kompleks antara aktor manusia nonmanusia melakukan salah satu enam peran berbeda baik bersamasama maupun secara independen artikel ini berkontribusi sdl memberikan pemahaman lebih tentang aktivitas bagaimana aktor siapa sumber daya apa kreasi bersama nilai didukung demikian membantu menutup celah teridentifikasi literatur,Transformasi Masyarakat di Era Society 5.0 dan Revolusi Industri 4.0
Analisis Pemanfaatan Kecerdasan Buatan dalam Pemasaran Industri Pariwisata di era Society 5.0,"The tourism industry is currently developing and becoming an important industry for a country's economy. In the era of Society 5.0, technology and artificial intelligence play a very important role in every aspect of business, including in marketing the tourism industry. The goal of this study is to examine the utilization of artificial intelligence in tourism industry marketing and how this can help in enhancing customer attractiveness and experience. The research approach employed involves a literature review and observation of marketing practices carried out by the tourism industry. The findings of this study suggest that using artificial intelligence can help personalize the customer experience, increase the efficiency of business processes, and provide more relevant and accurate information. However, a requirement for strict regulation and protection of personal data to prevent privacy and security risks. Several previous studies have been conducted to analyze artificial intelligence in tourism industry marketing. These studies show that artificial intelligence can assist in understanding user needs and preferences, personalizing the user experience, and assisting in making more effective marketing decisions.
Industri pariwisata saat ini berkembang dan menjadi salah satu industri terpenting untuk perekonomian negara. Dalam era Masyarakat 5.0, teknologi dan kecerdasan buatan memegang posisi yang sangat krusial dalam segala sektor bisnis, termasuk dalam pemasaran industri pariwisata. Tujuan penelitian ini adalah untuk menganalisis penggunaan sebuah kecerdasan buatan dalam pemasaran industri pariwisata dan bagaimana hal ini dapat membantu dalam meningkatkan daya tarik dan pengalaman pengguna. Metode yang digunakan adalah literatur pustaka dan observasi terhadap praktik pemasaran yang dilakukan oleh industri pariwisata. Hasil dari penelitian ini menunjukkan bahwa pemanfaatan kecerdasan buatan dapat membantu dalam mempersonalisasi pengalaman pengguna, meningkatkan efisiensi proses bisnis, dan menyediakan informasi yang lebih relevan dan akurat. Namun, perlu adanya regulasi yang ketat dan perlindungan data pribadi untuk mencegah risiko privasi dan keamanan. Beberapa studi sebelumnya telah dilakukan untuk menganalisis kecerdasan buatan dalam pemasaran industri pariwisata. Studi-studi ini menunjukkan bahwa kecerdasan buatan dapat membantu dalam memahami kebutuhan dan preferensi pengguna, mempersonalisasi pengalaman pengguna, dan membantu dalam membuat keputusan pemasaran yang lebih efektif. Collapse",2021,11,analisis pemanfaatan pemasaran industri pariwisata era society 50 tourism industry currently developing becoming important industry countrys economy era society 50 technology artificial intelligence play important role every aspect business including marketing tourism industry goal study examine utilization artificial intelligence tourism industry marketing help enhancing customer attractiveness experience research approach employed involves literature review observation marketing practices carried tourism industry findings study suggest using artificial intelligence help personalize customer experience increase efficiency business processes provide relevant accurate information however requirement strict regulation protection personal data prevent privacy security risks several previous studies conducted analyze artificial intelligence tourism industry marketing studies show artificial intelligence assist understanding user needs preferences personalizing user experience assisting making effective marketing decisions industri pariwisata berkembang menjadi salah satu industri terpenting perekonomian negara era masyarakat 50 teknologi memegang posisi sangat krusial segala sektor bisnis termasuk pemasaran industri pariwisata tujuan penelitian menganalisis penggunaan sebuah pemasaran industri pariwisata bagaimana membantu meningkatkan daya tarik pengalaman pengguna metode digunakan adalah literatur pustaka observasi praktik pemasaran dilakukan industri pariwisata hasil penelitian ini menunjukkan pemanfaatan membantu mempersonalisasi pengalaman pengguna meningkatkan efisiensi proses bisnis menyediakan informasi lebih relevan akurat perlu adanya regulasi ketat perlindungan data pribadi mencegah risiko privasi keamanan beberapa studi sebelumnya dilakukan menganalisis pemasaran industri pariwisata studistudi ini menunjukkan dapat membantu memahami kebutuhan preferensi pengguna mempersonalisasi pengalaman pengguna membantu membuat keputusan pemasaran lebih efektif,Transformasi Masyarakat di Era Society 5.0 dan Revolusi Industri 4.0
KECERDASAN BUATAN MENGGUNAKAN ALGORITMA ALPHA –BETA PRUNING PADA PERMAINAN CATUR XIANG QI,"Kecerdasan Buatan merupakan usaha merancang sebuah mesin agar dapat berfikir, mengambil tindakan serta menentukan tindakan melalui komputer. Layaknya manusia keputusan tersebut akan mengakibatkan sebuah keputusan yang diambil dalam sebuah permainan mengunakan komputer.  Permainan komputer  yang diterapkan pada penelitian ini adalah  permainan strategi yakni permainan Catur Xiang qi atau sering disebut Catur Gajah ataupun Catur Cina. Ciri-ciri yang unik termasuklah pergerakan unik pao (meriam), peraturan yang melarang panglima (seperti ""raja"" dalam catur internasional ) bertemu dalam garisan yang sama, serta ""sungai"" dan ""istana"" yang membatasi pergerakan buah catur. Penelitian ini ditekankan pada implementasi algoritma Alpha Beta Pruning.  Algoritma Alpha Beta Pruning adalah algoritma yang digunakan untuk mencegah perluasan node untuk mendapatkan hasil pencarian langkah yang lebih baik dari sebelumnya. Algoritma Alpha Beta Pruning  di uji dengan proses iterasi kedalaman dan preset yang telah ditentukan. Metodologi yang digunakan adalah Iterasi. Pembuatan game ini menggunakan game engine Unity dan bahasa pemograman java dan C#. Hasil yang didapat pada penelitian ini adalah memberikan gambaran tentang penerapan algoritma Alpha Beta Pruning yang digunakan dalam membangun sebuah kecerdasan buatan yang ada pada game catur Xiang qi Collapse",2020,3,menggunakan algoritma alpha –beta pruning permainan catur xiang qi merupakan usaha merancang sebuah mesin dapat berfikir mengambil tindakan menentukan tindakan melalui komputer layaknya manusia keputusan tersebut mengakibatkan sebuah keputusan diambil sebuah permainan mengunakan komputer permainan komputer diterapkan penelitian permainan strategi permainan catur xiang qi sering disebut catur gajah ataupun catur cina ciriciri unik termasuklah pergerakan unik pao meriam peraturan melarang panglima raja catur internasional bertemu garisan sama sungai istana membatasi pergerakan buah catur penelitian ditekankan implementasi algoritma alpha beta pruning algoritma alpha beta pruning algoritma digunakan mencegah perluasan node mendapatkan hasil pencarian langkah lebih baik sebelumnya algoritma alpha beta pruning uji proses iterasi kedalaman preset telah ditentukan metodologi digunakan adalah iterasi pembuatan game menggunakan game engine unity bahasa pemograman java c hasil didapat penelitian adalah memberikan gambaran penerapan algoritma alpha beta pruning digunakan membangun sebuah ada game catur xiang qi,Penggunaan Finite State Machine dalam Pengembangan NPC Game
PENGGUNAAN KECERDASAN BUATAN UNTUK PENYELESAIAN TEKA-TEKI KUBUS MENGGUNAKAN OPEN SOURCE COMPUTER VISION LIBRARY,"Kubus rubik merupakan sebuah permainan teka-teki kombinatorial yang memiliki dimensi yang beragam mulai dari 3x3 4x4 dan seterusnya . P ermainan ini memiliki tujuan utama yaitu m enyusun warna-warna yang sama dari tiap sisinya . P enyelesaian kubus rubik pada umumnya dilakukan oleh manusia atau pemain itu sendiri, namun dengan kemajuan zaman dan perkembangan teknologi khusunya teknologi kecerdasan buatan memungkinkan penyelesaian kubus rubik dilakukan oleh mesin dalam hal ini perangkat lunak yang telah ditamamkan kecerdasan buatan . D alam penelitian ini terbukti bahwa penyelesaian teka-teki kubus rubik dapat diselesaikan secara cepat dan efisien meski dilakukan oleh pemain yang belum pernah melakukan permainan ini sekalipun. Collapse",2020,3,penggunaan penyelesaian tekateki kubus menggunakan open source computer vision library kubus rubik merupakan sebuah permainan tekateki kombinatorial memiliki dimensi beragam mulai 3x3 4x4 seterusnya p ermainan memiliki tujuan utama enyusun warnawarna sama tiap sisinya p enyelesaian kubus rubik umumnya dilakukan manusia pemain sendiri dengan kemajuan zaman perkembangan teknologi khusunya teknologi memungkinkan penyelesaian kubus rubik dilakukan mesin hal perangkat lunak telah ditamamkan alam penelitian terbukti penyelesaian tekateki kubus rubik diselesaikan cepat efisien meski dilakukan pemain belum pernah melakukan permainan sekalipun,Penggunaan Finite State Machine dalam Pengembangan NPC Game
"MODEL SIMULASI PENYELESAIAN MASALAH PERJALANAN PENJUAL MENGGUNAKAN PENDEKATAN KECERDASAN BUATAN , OPTIMISASI KOLONI SEMUT","Salah satu hal yang menarik dalam bidang perangkat lunak adalah ditemukannya algoritma pengoptimisasian. Banyak pekerjaan yang rumit dan kompleks yang akan mustahil untuk dilakukan secara manual ataupun kalau terpaksa dilakukan dengan cara manual akan membutuhkan waktu dan tenaga yang sangat besar. Dengan adanya algoritma optimisasian pekerjaan yang rumit dan kompleks tadi dapat dilakukan dengan lebih mudah dan lebih cepat. Bahkan juga memeberikan jaminan secara teoritis, untuk mendapatkan solusi yang terbaik. Dalam penelitian ini akan dibangun sebuah model simulasi perangkat lunak untuk menyelesaikan masalah perjalanan penjual dengan menggunakan algoritma optimisasi koloni semut, untuk memberikan visual bagi pengguna bagaimana masalah tersebut dapat diselesaikan secara Langkah demi Langkah. Pembangunan program simulasi menggunakan metode pengembangan perangkat lunak Extreme Programming (XP) pada lingkungan system operasi Windows dengan menggunakan Bahasa pemrograman C# pada Visual Studio 2019. Hasil dari penelitian didapati, program dapat memberikan visualisasi/simulasi yang baik kepada pengguna. Collapse",2020,1,model simulasi penyelesaian masalah perjalanan penjual menggunakan pendekatan optimisasi koloni semut salah satu menarik bidang perangkat lunak ditemukannya algoritma pengoptimisasian banyak pekerjaan rumit kompleks mustahil dilakukan manual ataupun kalau terpaksa dilakukan cara manual akan membutuhkan waktu tenaga sangat besar adanya algoritma optimisasian pekerjaan rumit kompleks tadi dilakukan lebih mudah lebih cepat bahkan memeberikan jaminan teoritis mendapatkan solusi terbaik penelitian akan dibangun sebuah model simulasi perangkat lunak menyelesaikan masalah perjalanan penjual menggunakan algoritma optimisasi koloni semut memberikan visual pengguna bagaimana masalah tersebut diselesaikan langkah langkah pembangunan program simulasi menggunakan metode pengembangan perangkat lunak extreme programming xp lingkungan system operasi windows menggunakan bahasa pemrograman c visual studio 2019 hasil penelitian didapati program memberikan visualisasisimulasi yang baik pengguna,Riset dan Inovasi dalam Kecerdasan Buatan untuk Klasifikasi dan Prediksi
Pengendalian Ketinggian Air Menggunakan Metode Kecerdasan Buatan berbasis ANFIS,"Abstrak -Pengukuran aliran fluida sangat dibutuhkan oleh pengontrol dalam proses industri. Kuantitas air harus ditentukan untuk mengontrol volume air yang digunakan di tangki penyimpanan. Model kontrol kinerja aliran air berdasarkan tangki diperlukan dengan menggunakan sistem kontrol Proportional-Integral-Derivative (PID). Sistem ini menggunakan sensor aliran untuk mendeteksi kecepatan suatu aktuator. Aktuator menstabilkan kecepatan air keluaran per menit pada titik tertentu. Menentukan nilai konstanta PID secara manual akan sangat sulit dan tidak optimal. Maka diperlukan suatu metode pengendalian yang otomatis dan akurat. Penelitian ini berfokus pada empat perbandingan metode yang dirancang terkait ketinggian air tanpa kontrol, metode PID konvensional, metode Fuzzy Logic Controller (FLC), metode Fuzzy-PID, dan metode Adaptive Neuro-Fuzzy Inference System (ANFIS). Hasil simulasi menemukan bahwa keempat model kontrol memiliki performansi yang berbeda. Model PID-ANFIS memperoleh nilai overshot terkecil pada model PID-ANFIS sebesar 0,5135 pu, undershot terkecil pada PID-ANFIS 0,5291 pu. Output Output Saat Ini diperoleh nilai overshot terkecil pada model PID-ANFIS sebesar 0,0023 pu, undershot terkecil pada model PID-ANFIS sebesar 0,0014 pu. Hasil penelitian ini akan dibandingkan dengan metode kecerdasan buatan lainnya. Collapse",2020,1,pengendalian ketinggian air menggunakan metode berbasis anfis abstrak pengukuran aliran fluida sangat dibutuhkan pengontrol proses industri kuantitas air ditentukan mengontrol volume air digunakan tangki penyimpanan model kontrol kinerja aliran air berdasarkan tangki diperlukan menggunakan sistem kontrol proportionalintegralderivative pid sistem menggunakan sensor aliran mendeteksi kecepatan suatu aktuator aktuator menstabilkan kecepatan air keluaran per menit titik tertentu menentukan nilai konstanta pid manual sangat sulit tidak optimal diperlukan suatu metode pengendalian otomatis akurat penelitian berfokus empat perbandingan metode dirancang terkait ketinggian air kontrol metode pid konvensional metode fuzzy logic controller flc metode fuzzypid metode adaptive neurofuzzy inference system anfis hasil simulasi menemukan keempat model kontrol memiliki performansi berbeda model pidanfis memperoleh nilai overshot terkecil model pidanfis sebesar 05135 pu undershot terkecil pidanfis 05291 pu output output diperoleh nilai overshot terkecil model pidanfis sebesar 00023 pu undershot terkecil model pidanfis sebesar 00014 pu hasil penelitian ini akan dibandingkan metode lainnya,Riset dan Inovasi dalam Kecerdasan Buatan untuk Klasifikasi dan Prediksi
Pengaruh Penggunaan Artificial Intelligence terhadap Kecerdasan Intelektual Mahasiswa PAI Universitas Islam Zainul Hasan Genggong Probolinggo,"Pendidikan mengalami perkembangan pesat di era digital yang semakin maju. Artificial intelligence dapat menciptakan sistem pembelajaran yang lebih personal dan adaptif, membantu guru membuat konten pembelajaran lebih efektif, dan membantu siswa memahami materi perkuliahan. Selain itu, artificial intelligence juga membantu dalam proses administrasi dan manajemen pendidikan. Pemanfaatan AI memberikan dampak positif terhadap peningkatan kecerdasan intelektual mahasiswa dalam menyelesaikan tugas kuliah. Siswa dapat memanfaatkan kecerdasan buatan untuk mendapatkan bantuan yang lebih efektif dalam memahami dan melaksanakan tugas akademik. Investigasi ini berupaya untuk memastikan bagaimana penerapan artificial intelligence mempengaruhi kecerdasan intelektual mahasiswa PAI Universitas Islam Zainul Hasan Genggong di Probolinggo. Dengan menggunakan populasi sebanyak 87 mahasiswa Program Studi Pendidikan Agama Islam (PAI) angkatan 2020, penelitian ini menggunakan metodologi kuantitatif asosiatif. Karena populasinya kurang dari 100, maka penelitian ini menggunakan metode sensus sampling yaitu seluruh siswa dijadikan sampel. Kuesioner digunakan untuk mengumpulkan data, dan pemrograman SPSS edisi 25 digunakan untuk melakukan uji normalitas dan analisis regresi linier sederhana. Hasil analisis menunjukkan bahwa pada mahasiswa PAI Universitas Islam Zainul Hasan Genggong Probolinggo angkatan 2020, penerapan AI memberikan pengaruh terhadap kecerdasan intelektual sebesar 57,1%, dan sisanya sebesar 42,9% dipengaruhi oleh faktor lain. Oleh karena itu pemanfaatan artificial intelligence mempunyai pengaruh yang signifikan terhadap kecerdasan intelektual mahasiswa PAI Universitas Islam Zainul Hasan Genggong Probolinggo. Collapse",2024,4,pengaruh penggunaan artificial intelligence kecerdasan intelektual mahasiswa pai universitas islam zainul hasan genggong probolinggo pendidikan mengalami perkembangan pesat era digital semakin maju artificial intelligence menciptakan sistem pembelajaran lebih personal adaptif membantu guru membuat konten pembelajaran lebih efektif membantu siswa memahami materi perkuliahan itu artificial intelligence membantu proses administrasi manajemen pendidikan pemanfaatan memberikan dampak positif peningkatan kecerdasan intelektual mahasiswa menyelesaikan tugas kuliah siswa memanfaatkan mendapatkan bantuan lebih efektif memahami melaksanakan tugas akademik investigasi berupaya memastikan bagaimana penerapan artificial intelligence mempengaruhi kecerdasan intelektual mahasiswa pai universitas islam zainul hasan genggong probolinggo menggunakan populasi sebanyak 87 mahasiswa program studi pendidikan agama islam pai angkatan 2020 penelitian menggunakan metodologi kuantitatif asosiatif populasinya kurang 100 penelitian menggunakan metode sensus sampling seluruh siswa dijadikan sampel kuesioner digunakan mengumpulkan data pemrograman spss edisi 25 digunakan melakukan uji normalitas analisis regresi linier sederhana hasil analisis menunjukkan pada mahasiswa pai universitas islam zainul hasan genggong probolinggo angkatan 2020 penerapan memberikan pengaruh kecerdasan intelektual sebesar 571 sisanya sebesar 429 dipengaruhi faktor oleh itu pemanfaatan artificial intelligence mempunyai pengaruh signifikan kecerdasan intelektual mahasiswa pai universitas islam zainul hasan genggong probolinggo,Pengaruh dan Pemanfaatan ChatGPT dalam Pendidikan Tinggi
"Pengaruh Kecerdasan Intelektual, Kecerdasan Emosional, dan Kemampuan Komunikasi terhadap Kinerja Auditor","Pengaruh Kecerdasan Intelektual, Kecerdasan Emosional dan Kemampuan Komunikasi terhadap Kinerja Auditor adalah artikel ilmiah studi pustaka dalam ruang lingkup MSDM. Tujuan artikel ini untuk membangun hipotesis pengaruh antar variabel yang akan digunakan pada riset selanjutnya. Objek riset pada pustaka online, Google Scholar, Mendeley, dan media online akademik lainnya. Metode riset dengan library research bersumber dari e-book dan open access e-journal. Analisis deskriftif kualitatif. Hasil artikel ini: 1) Kecerdasan Intelektual berpengaruh terhadap Kinerja Auditor; 2) Kecerdasan Emosional berpengaruh terhadap Kinerja Auditor; dan 3) Kemampuan Komunikasi berpengaruh terhadap Kinerja Auditor. Collapse",2024,10,pengaruh kecerdasan intelektual kecerdasan emosional kemampuan komunikasi kinerja auditor pengaruh kecerdasan intelektual kecerdasan emosional kemampuan komunikasi kinerja auditor artikel ilmiah studi pustaka ruang lingkup msdm tujuan artikel untuk membangun hipotesis pengaruh antar variabel akan digunakan riset selanjutnya objek riset pustaka online google scholar mendeley media online akademik lainnya metode riset library research bersumber ebook open access ejournal analisis deskriftif kualitatif hasil artikel 1 kecerdasan intelektual berpengaruh kinerja auditor 2 kecerdasan emosional berpengaruh kinerja auditor 3 kemampuan komunikasi berpengaruh kinerja auditor,Dampak Pandemi COVID-19 terhadap Kualitas Audit dan Penggunaan Teknologi di Perusahaan
"Pengaruh Kecerdasan Intelektual, Kecerdasan Emosional dan Motivasi Terhadap Kinerja Guru","Pengaruh Kecerdasan Intelektual, Kecerdasan Emosional, dan Motivasi Terhadap Kinerja adalah artikel ilmiah studi pustaka dalam ruang lingkup Manajemen Sunmber Daya Manusia. Tujuan artikel ini untuk membangun hipotesis pengaruh antar variabel yang akan digunakan pada riset selanjutnya. Objek riset pada pustaka online, Google Scholar, Mendeley, dan media online akademik lainnya. Metode riset dengan library research bersumber dari e-book dan open access e-journal. Analisis deskriftif kualitatif. Hasil artikel ini: 1) Keceerdasan Intelektual berpengaruh terhadap Kinerja Guru; 2) Kecerdasan Emosional berpengaruh terhadap Kinerja Guru; dan 3) Motivasi berpengaruh terhadap Kinerja Guru. Collapse",2024,8,pengaruh kecerdasan intelektual kecerdasan emosional motivasi kinerja guru pengaruh kecerdasan intelektual kecerdasan emosional motivasi kinerja artikel ilmiah studi pustaka ruang lingkup manajemen sunmber daya manusia tujuan artikel untuk membangun hipotesis pengaruh antar variabel akan digunakan riset selanjutnya objek riset pustaka online google scholar mendeley media online akademik lainnya metode riset library research bersumber ebook open access ejournal analisis deskriftif kualitatif hasil artikel 1 keceerdasan intelektual berpengaruh kinerja guru 2 kecerdasan emosional berpengaruh kinerja guru 3 motivasi berpengaruh kinerja guru,Pengembangan Media Pembelajaran Berbasis Kecerdasan Buatan di Sekolah
EFEKTIFITAS PENGGUNAAN TEKNOLOGI KEERDASAN BUATAN DALAM MENGENAL LITERASI SAINS DI SEKOLAH DASAR,Teknologi kecerdasan buatan menjadi trending yang dipakai dalam dunia pendidikan. Guru di sekolah dasar mulai banyak yang mengenal teknologi kecerdasan buatan dalam membantu pembelajaran di kelas. Penelitian ini bertujuan untuk dapat mendeskripsikan efektifitas penggunaan teknologi kecerdasan buatan untuk dapat membantu guru pada saat mengajar. Jenis penelitian ini adalah penelitian kualitatif deskripstif dengan teori substantif berdasarkan konsep-konsep yang timbul dari data empiris data diperoleh dari data sekunder dan literatur yang juga sesuai dengan kajian serta sesuai kondisi lapangan metode kajian pustaka dan menganalisis artikel dalam jurnal nasional maupun internasional. Adapun hasil penelitian menunjukkan bahwa dengan menggunakan teknologi kecerdasan buatan dapat menarik minat siswa untuk belajar dan mengenal literasi sains dan ketertarikan akan sains di lingkungan sekolah dasar dari beberapa materi yang disajikan pada kelas lima peningkatan literasi sains. Collapse,2023,8,efektifitas penggunaan teknologi keerdasan buatan mengenal literasi sains sekolah dasar teknologi menjadi trending dipakai dunia pendidikan guru sekolah dasar mulai banyak mengenal teknologi membantu pembelajaran kelas penelitian bertujuan mendeskripsikan efektifitas penggunaan teknologi dapat membantu guru saat mengajar jenis penelitian adalah penelitian kualitatif deskripstif teori substantif berdasarkan konsepkonsep timbul data empiris data diperoleh data sekunder literatur juga sesuai kajian sesuai kondisi lapangan metode kajian pustaka menganalisis artikel jurnal nasional maupun internasional adapun hasil penelitian menunjukkan dengan menggunakan teknologi dapat menarik minat siswa belajar mengenal literasi sains ketertarikan sains lingkungan sekolah dasar beberapa materi disajikan kelas lima peningkatan literasi sains,Pengembangan Media Pembelajaran Berbasis Kecerdasan Buatan di Sekolah
"Pengaruh Pendidikan, Pengalaman Kerja Dan Kecerdasan Intelektual Terhadap Kinerja Pegawai","Pengaruh Pendidikan, Pengalaman Kerja dan Kecerdasan Intelektual terhadap Kinerja Pegawai adalah artikel ilmiah studi pustaka dalam ruang lingkup manajemen sumber daya manusia. Tujuan artikel ini membangun hipotesis pengaruh antar variabel yang akan digunakan pada riset selanjutnya. Objek riset pada pustaka online, Google Scholar, Mendeley dan media online akademik lainnya.  Metode riset dengan library risearch bersumber dari e-book dan open access e-journal. Analisis deskriftif kualitatif.  Hasil artikel ini: 1) Pendidikan berpengaruh terhadap Kinerja Pegawai;  2) Pengalaman Kerja berpengaruh terhadap Kinerja Pegawai; dan 3) Kecerdasan Intelektual berpengaruh terhadap Kinerja Pegawai. Collapse",2023,0,pengaruh pendidikan pengalaman kerja kecerdasan intelektual kinerja pegawai pengaruh pendidikan pengalaman kerja kecerdasan intelektual kinerja pegawai artikel ilmiah studi pustaka ruang lingkup manajemen sumber daya manusia tujuan artikel membangun hipotesis pengaruh antar variabel akan digunakan riset selanjutnya objek riset pustaka online google scholar mendeley media online akademik lainnya metode riset library risearch bersumber ebook open access ejournal analisis deskriftif kualitatif hasil artikel 1 pendidikan berpengaruh kinerja pegawai 2 pengalaman kerja berpengaruh kinerja pegawai 3 kecerdasan intelektual berpengaruh kinerja pegawai,Integrasi AI dalam Pendidikan Agama Islam
Pengembangan Buku Pedoman Pendidikan Karakter Kecerdasan Sosial Berbasis Permainan Tradisional Anak Usia 10-12 Tahun,"Tujuan penelitian adalah mengembangkan buku pedoman pendidikan karakter kecerdasan sosial berbasis permainan tradisional anak usia 10-12 tahun. Riset dilakukan dengan metode R&D tipe ADDIE. Subjek penelitian melibatkan enam anak usia 10-12 tahun di Dusun Mendiro, DIY.Â  Hasil penelitian ini menyatakan bahwa 1) Buku pedoman pendidikan karakter kecerdasan sosial berbasis permainan tradisional dikembangkan dengan tahapan ADDIE, 2) Kualitas buku pedoman pendidikan karakter kecerdasan sosial memperoleh skor rerata 3,75 dengan kualifikasi â€œsangat baikâ€ dan â€œtidak perlu revisiâ€, dan 3) Buku pedoman pendidikan karakter kecerdasan sosial berpengaruh terhadap karakter kecerdasan sosial anak, dengan significance test memperoleh nilai t(5) = 20,200, p = 0,000 (p < 0,05). Effect size r = 0,993 atau 98,79% dengan kualifikasi efek besar. Efektivitas penerapan buku pedoman menghasilkan N-gain score sebesar 95,4674% dengan effectiveness level â€œTinggiâ€. Maka, buku pedoman pendidikan karakter kecerdasan sosial berbasis permainan tradisional diakui layak dan efektif dalam pengembangan karakter kecerdasan sosial anak usia 10-12 tahun. Collapse",2023,3,pengembangan buku pedoman pendidikan karakter kecerdasan sosial berbasis permainan tradisional anak usia 1012 tahun tujuan penelitian mengembangkan buku pedoman pendidikan karakter kecerdasan sosial berbasis permainan tradisional anak usia 1012 tahun riset dilakukan metode rd tipe addie subjek penelitian melibatkan enam anak usia 1012 tahun dusun mendiro diyâ hasil penelitian menyatakan 1 buku pedoman pendidikan karakter kecerdasan sosial berbasis permainan tradisional dikembangkan tahapan addie 2 kualitas buku pedoman pendidikan karakter kecerdasan sosial memperoleh skor rerata 375 kualifikasi â€œsangat baikâ€ â€œtidak perlu revisiâ€ 3 buku pedoman pendidikan karakter kecerdasan sosial berpengaruh karakter kecerdasan sosial anak significance test memperoleh nilai t5 20200 p 0000 p 005 effect size r 0993 9879 kualifikasi efek besar efektivitas penerapan buku pedoman menghasilkan ngain score sebesar 954674 effectiveness level â€œtinggiâ€ buku pedoman pendidikan karakter kecerdasan sosial berbasis permainan tradisional diakui layak efektif pengembangan karakter kecerdasan sosial anak usia 1012 tahun,Penggunaan Finite State Machine dalam Pengembangan NPC Game
