title,abstract,pubdate
"PENGARUH POSITIF INDEPENDENSI, PROFESIONALISME DAN KOMPETENSI DENGAN MODERASI KECERDASAN BUATAN (AI) TERHADAP KUALITAS AUDIT","Penelitaian ini menguji ada tidaknya pengaruh Independensi, Profesionalisme, dan Kompetensi terhadap Kualitas Audit dengan moderasi Kecerdasan Buatan adalah subjek penelitian ini. Penelitian ini menggunakan pendekatan kuantitatif dengan data dari kuesioner yang disebarkan. Sampel penelitian ini terdiri dari 205 auditor yang masih bekerja di Kantor Akuntan Publik di Jakarta. Hasil penelitian menunjukkan bahwa profesionalisme, independensi, dan kompetensi memengaruhi kualitas audit. Kecerdasan buatan tidak memperkuat hubungan antara profesionalisme, independensi, dan kompetensi dengan kualitas audit. Collapse",30 August 2024
Sistem Prediksi Pergerakan Harga Valuta Asing Menggunakan Kecerdasan Buatan Metode SARSA,"Pada era modern komputer dimanfaatkan untuk melakukan komputasi kecepatan tinggi. Tidak terhindar pasar valuta asing juga mengalami transisi tersebut. Sistem yang dibuat menggunakan kecerdasan buatan metode state action reward state action (SARSA) yang memprediksi dengan tepat 52% atau lebih sesuai dengan metode evaluasi. Evaluasi keberhasilan prediksi dilakukan dengan membandingkan prediksi pada state  dan state . State didefinisikan menjadi 3. State 3 adalah harga > sma+k, state 2 adalah sma+k < harga < sma-k, dan state 1 adalah harga < sma-k. Variabel sma adalah rata-rata 200 harga closed terakhir dari periode waktu 5 menit. Konstanta k bernilai 0.0005. Sistem menggunakan bahasa pemrograman Python dan terhubung ke pasar valuta asing. Pengujian dilakukan pada 2023-11-10 22:05:00 sampai 2023-11-18 06:55:00. Metode uji yang digunakan adalah metode forward testing. Forward testing adalah sistem uji menggunakan data live market. Metode kecerdasan buatan SARSA memprediksi dengan rata-rata keberhasilan 63.08% pada sampel data EUR/USD, GBP/USD, USD/CAD, USD/CHF, AUD/USD, dan USD/JPY. Prediksi berhasil paling tinggi adalah pasangan USD/CHF dengan tingkat keberhasilan 72.39%, sedangkan yang paling rendah pada GBP/USD dengan tingkat keberhasilan 59.66%. Sistem prediksi yang dibuat berkemampuan untuk aktif ketika pasar valas aktif. Sistem memprediksi dengan mengeluarkan state selanjutnya. Collapse",31 May 2024
Persoalan Privasi dan Degradasi Martabat Manusia dalam Pengawasan Berbasis Kecerdasan Buatan (AI),"Era digital ibaratnya dua sisi mata uang yang memiliki dua dampak yang berbeda: positif dan negatif. Salah satu dampak negatif yang ditimbulkan adalah pelanggaran privasi khususnya dalam penerapan teknologi kecerdasan buatan . Teknologi kecerdasan buatan membutuhkan data sebagai penggerak utamanya. Kebutuhan akan data menjadi hal yang sangat esensial karena algoritma kecerdasan buatan bekerja berdasarkan data yang terkumpul. Akibatnya, tuntutan akan kebutuhan data berdampak pada manusia di mana informasi-informasi individu dikumpulkan untuk tujuan yang tidak diketahui secara pasti. Seringkali, pihak berkepentingan berdalih mengenai alasan keamanan dan ketertiban. Ada pula yang tidak memberikan alasan apapun karena seringkali masyarakat tidak keberatan atas data yang mereka serahkan. Mengapa persoalan tentang privasi menjadi penting dan mendesak dikaji dalam konteks pengawasan berbasis kecerdasan buatan ? Dengan menggunakan metode kualitatif dengan teknik analisis literatur dari perspektif filsafat Kantian, penulis sampai pada sebuah kesimpulan bahwa privasi adalah bagian esensial dari martabat manusia sehingga melanggar privasi melalui pengawasan berbasis kecerdasan buatan adalah sebuah kasus kemanusiaan karena mendegradasikan martabat manusia. Collapse",30 June 2024
PEMBUATAN MEDIA PRESENTASI INOVATIF BERBASIS KECERDASAN BUATAN UNTUK MAHASISWA SEMESTER 1 STIE GICI BUSINESS SCHOOL,"Berdasarkan pembicaraan selama proses belajar mengajar, banyak mahasiswa yang tidak memahami tentang kecerdasan buatan (Artificial Intelligence). Nama perangkat lunak (software)yang umum digunakan juga banyak yang baru mendengarnya. Tujuan kegiatan pengabdian kepada masyarakat adalah agar mahasiswa lebih memahami in kecerdasan buatan dan kegunaannya. Kegiatan yang dilakukan adalah memberi pelatihan    “Pembuatan Media Presentasi Inovatif Berbasi Kecerdasan Buatan ”. Aplikasi yang digunakan adalah ChatGPT (Openai), Aria (Opera), Bard (Google), Perplexity, Wave Video. 
Kegiatan pelatihan ini sengaja diberikan kepada mahasiswa semester 1 (satu) yang nota bene masih akan sangat membutuhkan kemampuan mencari sumber pengetahuan lain diluar materi pembelajaran yang diberikan dosen pengajar mata kuliah dan mempresentasikan secara bai katas apa yang sudah dipelajari. Target luaran yang diharapkan dari kegiatan ini adalah: (1) Mahasiswa memiliki gambaran tentang kecerdasan buatan . (2) Mahasiswa mampu menggunakan kecerdasan buatan secara baik dan benar. (3) Meningkatnya kemampuan mahasiswa dalam membuat media presentasi. (4) Mahasiwa menjadi lebih memiliki kemampuan daya saing dengan lebih mudah mendapatkan informasi tentang pengetahuan. Program PKM ini terlaksana sesuai rencana Collapse",20 June 2024
Tantangan Adaptasi Kecerdasan Buatan dalam Layanan Perpustakaan Perguruan Tinggi,"Kecerdasan Buatan adalah bidang baru yang muncul dalam beberapa dekade terakhir yang terkait dengan ilmu kognitif dan metode komputer khusus yang canggih. Metode tanya jawab sudah familiar bagi kita dan pembelajaran mesin, penambangan data terkait dengannya dan menjadi sinonim. Masa depan berkaitan dengan jaringan saraf dan robotika. Perpustakaan adalah pusat sumber informasi yang selalu berada di garis depan dengan menggunakan teknologi baru yang muncul, baik itu terkait dengan sistem pakar, basis data, perolehan pengetahuan. Sistem klasifikasi telah membantu mengembangkan Semantik, struktur basis data telah mengarah pada penambangan data, pemrosesan bahasa alami, dan lebih lanjut pada teknologi berbasis realitas/virtual. Secara nyata, kita menggunakan kecerdasan buatan sebagai teknologi agen yang digunakan secara bergantian untuk penalaran otomatis, pencarian, chatbot yang digunakan untuk pemrosesan bahasa alami. Teknologi ini di masa depan akan berkembang menjadi kecerdasan buatan yang lebih canggih yang bergerak menuju robotika, hari itu tidak akan lama lagi. Artikel ini merupakan kajian tentang gambaran umum tantangan yang akan dihadapi oleh perpustakaan akademik. Collapse",11 December 2024
PELATIHAN IMPLEMENTASI KECERDASAN BUATAN PADA PROFESI AKUNTANSI BAGI SISWA-SISWI SMK EKONOMIKA,"Kegiatan PKM ditujukan kepada siswa-siswi SMK Ekonomika. Penelitian ini mengkaji dampak kecerdasan buatan (AI) pada profesi akuntan, dengan fokus pada adaptasi siswa SMK Akuntansi terhadap perkembangan teknologi. Tim Pengabdian Kepada Masyarakat (PKM) mengidentifikasi kurangnya pemahaman dan pengetahuan tentang AI dan profesi akuntan sebagai permasalahan mitra. Tujuan kegiatan PKM adalah memberikan pemahaman dan meningkatkan motivasi siswa kelas XII SMK Ekonomika. Metode pengabdian melibatkan sosialisasi, penyampaian materi, tanya jawab, dan monitoring. Hasil post-test menunjukkan peningkatan pemahaman siswa terhadap implementasi kecerdasan buatan pada profesi akuntan. Kegiatan ini dipublikasikan melalui jurnal, video YouTube, dan media digital. Kesimpulan menyoroti manfaat program bagi sekolah mitra dan menegaskan pentingnya pemahaman AI untuk generasi Z. Saran termasuk kesadaran akan peran kecerdasan buatan dan peningkatan pemahaman melalui literatur. Oleh karena itu Tim Pengusul PKM memberikan Pelatihan dengan judul “Implementasi Kecerdasan Buatan Pada Profesi Akuntansi bagi Siswa-siswi SMK Ekonomika” sebagai upaya untuk membangun kesadaran mengenai kecerdasan buatan atau artificial intelligence. Collapse",27 July 2024
Rancang Bangun Aplikasi Kecerdasan Buatan Hafalan Al-Qur'an Berbasis Mobile Di SDIT Buahati Islamic School 3,"Sekolah Dasar Islam Terpadu (SDIT) Buahati Islamic School 3 sebagai lembaga pendidikan Islam yang menerapkan pembelajaran menghafal Al-Qur’an kepada siswa-siswinya. Masalah yang terjadi pada proses yang berjalan secara manual membuat pihak sekolah membutuhkan tambahan biaya untuk mencetak buku rapor tahfiz setiap tahunnya, kesulitan menganalisis perkembangan kemajuan hafalan qur’an. pemanfaatan teknologi, terutama kecerdasan buatan (AI), dinilai mampu memecahkan masalah salah satunya dengan merancang aplikasi Kecerdasan Buatan Hafalan Al-Qur’an. Penelitian “Rancang Bangun Aplikasi Kecerdasan Buatan Hafalan Al-Qur’an Berbasis Mobile di SDIT Buahati Islamic school 3” mengunakan metode RAD. Rapid Application Development (RAD) adalah model proses pengembangan perangkat lunak sekuensial linier yang menekankan siklus perkembangan yang pendek. Aplikasi ini akan sangat berguna bagi Guru, Orang tua, dan Siswa. Dengan membuat aplikasi Kecerdasan buatan hafalan Al-qur’an, maka akan meningkatkan efisiensi dalam proses pembelajaran serta mendukung upaya Go Green. 
 
Kata Kunci : Kecerdasan Buatan , Hafalan Al-Qur’an, Go Green, Rapid Application Development (RAD), Mobile Collapse",31 December 2024
Peran Ergonomi Kognitif Dalam Mengatasi Ancaman Kecerdasan Buatan Terhadap Eksistensi Manusia,"Ergonomi Kognitif mempelajari kognisi dalam pengaturan kerja dan operasional untuk mengoptimalkan kesejahteraan manusia dan kinerja sistem. Kecerdasan Buatan mengoptimalisasikan banyak pekerjaan, meningkatkan efesiensi dan mengurangi biaya produksi serta meningkatkan produktivitas. Namun dibalik manfaat kecerdasan buatan tersimpan ancaman nyata yang berbahaya bagi kehidupan manusia. Eksistensi kecerdasan buatan pada dasarnya merupakan sebuah tool atau “alat” untuk memudahkan segala aktivitas manusia, bukan sebagai replacement atau pengganti manusia. Dengan adanya kecerdasan buatan bukan berarti eksistensi manusia menjadi terdegradasi, bahkan mungkin akan semakin dibutuhkan. Karena cara kerja kecerdasan buatan ini sendiri juga tetap membutuhkan operasional manusia. Filsafat akal tidak mengetahui apakah sebuah mesin dapat memiliki cita, kesadaraan, dan tataran batin, dalam pengertian yang sama seperti manusia. Komputasionalisme adalah posisi dalam filosofi pikiran bahwa manusia adalah sistem pemrosesan informasi dan berpikir adalah bentuk komputasi. Komputasionalisme berpendapat bahwa hubungan antara pikiran dan tubuh mirip atau identik dengan hubungan antara perangkat lunak dan perangkat keras dan dengan demikian dapat menjadi solusi untuk masalah pikiran-tubuh. Jika sebuah mesin memiliki pikiran dan pengalaman subjektif, maka ia mungkin juga memiliki perasaan (kemampuan untuk merasakan), jika demikian ia juga dapat menderita, dan karena itu berhak pula atas hak-hak tertentu. Collapse",14 March 2024
Peran Ergonomi Kognitif Dalam Mengatasi Ancaman Kecerdasan Buatan Terhadap Eksistensi Manusia,"Ergonomi Kognitif mempelajari kognisi dalam pengaturan kerja dan operasional untuk mengoptimalkan kesejahteraan manusia dan kinerja sistem. Kecerdasan Buatan mengoptimalisasikan banyak pekerjaan, meningkatkan efesiensi dan mengurangi biaya produksi serta meningkatkan produktivitas. Namun dibalik manfaat kecerdasan buatan tersimpan ancaman nyata yang berbahaya bagi kehidupan manusia. Eksistensi kecerdasan buatan pada dasarnya merupakan sebuah tool atau “alat” untuk memudahkan segala aktivitas manusia, bukan sebagai replacement atau pengganti manusia. Dengan adanya kecerdasan buatan bukan berarti eksistensi manusia menjadi terdegradasi, bahkan mungkin akan semakin dibutuhkan. Karena cara kerja kecerdasan buatan ini sendiri juga tetap membutuhkan operasional manusia. Filsafat akal tidak mengetahui apakah sebuah mesin dapat memiliki cita, kesadaraan, dan tataran batin, dalam pengertian yang sama seperti manusia. Komputasionalisme adalah posisi dalam filosofi pikiran bahwa manusia adalah sistem pemrosesan informasi dan berpikir adalah bentuk komputasi. Komputasionalisme berpendapat bahwa hubungan antara pikiran dan tubuh mirip atau identik dengan hubungan antara perangkat lunak dan perangkat keras dan dengan demikian dapat menjadi solusi untuk masalah pikiran-tubuh. Jika sebuah mesin memiliki pikiran dan pengalaman subjektif, maka ia mungkin juga memiliki perasaan (kemampuan untuk merasakan), jika demikian ia juga dapat menderita, dan karena itu berhak pula atas hak-hak tertentu. Collapse",14 March 2024
PEMANFAATAN KECERDASAN BUATAN PADA IMPLEMENTASI SEQUENTIAL SEARCH PENCARIAN HOTEL DI KOTA PALANGKA RAYA BERDASARKAN HARGA,"Kecerdasan buatan (AI) telah menjadi salah satu inovasi yang penting dalam memperbaiki proses pencarian dalam berbagai konteks. Dalam artikel ini, kami mengeksplorasi pemanfaatan kecerdasan buatan dalam implementasi sequential search untuk pencarian hotel berdasarkan harga di Kota Palangka Raya. Pada penelitian ini dibahas pendekatan sequential search dan bagaimana kecerdasan buatan dapat meningkatkan efisiensi pencarian dengan memprediksi harga hotel berdasarkan faktor-faktor tertentu. Melalui studi kasus dan analisis, penelitian ini menunjukkan bagaimana penggunaan kombinasi ini dapat memberikan rekomendasi hotel yang lebih relevan dan sesuai dengan preferensi pengguna. Dengan demikian, artikel ini membahas manfaat penerapan kecerdasan buatan dalam meningkatkan pengalaman pencarian hotel, sambil juga menyentuh pada tantangan yang terkait dengan akurasi prediksi harga dan pengelolaan data. Penelitian ini memberikan wawasan tentang bagaimana integrasi antara teknologi AI dan algoritma pencarian tradisional dapat memperkaya pengalaman pengguna dalam mencari akomodasi di Kota Palangka Raya dengan pemanfaatan algoritma sequential search yang berhasil memberikan preferensi hotel berdasarkan rentang harga yang sesuai dengan kebutuhan pengguna Collapse",9 May 2024
Artifact.news (Artificial Intelligence Facts) Feed Yang Dikendalikan Oleh Kecerdasan Buatan,"Dalam konteks berkembangnya era digital, aplikasi berita ""Artifact""mencuat sebagai inovasi berbasis kecerdasan buatan (AI) denganfokus pada personalisasi pengalaman membaca berita. Artikel inimerinci pengembangan aplikasi yang menggabungkan teknologi AIdengan kebutuhan pengguna. Kata kunci: kecerdasan buatan ,personalisasi berita, pengalaman pengguna, rangkuman otomatis,rekomendasi konten. ""Aritfact"" dirancang untuk memenuhi kebutuhanpengguna yang semakin meningkat terhadap berita yang disesuaikandengan minat pribadi. Melalui teknologi kecerdasan buatan , aplikasiini memberikan rekomendasi konten berita yang sesuai, membentukpengalaman membaca yang lebih relevan dan efisien. Fitur utamamencakup antarmuka sederhana dan akrab untuk penggunasmartphone, rangkuman otomatis berita, dan filter suara untukmendengarkan rangkuman. Personalisasi minat berita dan notifikasiberita terbaru sesuai minat menjadi prioritas, menjadikan ""Artifact""solusi yang cerdas dan adaptif. Collapse",31 December 2024
Peningkatan Pengetahuan Guru dan Siswa Jurusan Tata Busana Dalam Pemanfaatan Aplikasi Berbasis Kecerdasan Buatan,"SMK Negeri 1 Warureja menghadapi masalah kurangnya pemahaman tentang penggunaan kecerdasan buatan di kalangan guru dan siswa program keahlian tata busana. Program Pengabdian kepada Masyarakat (PKM) sangat berguna dalam meningkatkan pengetahuan dan keterampilan mereka. Materi kecerdasan buatan disesuaikan secara khusus untuk memenuhi kebutuhan mereka, dengan melakukan evaluasi awal menggunakan pre-test. Selama sesi praktik, peserta diberikan pelatihan langsung dalam penggunaan aplikasi berbasis kecerdasan buatan seperti AutoDraw, LookaLogoMaker, dan ChatGPT dalam konteks tata busana. Dosen dan mahasiswa memberikan pendampingan untuk membantu peserta dalam menerapkan konsep kecerdasan buatan dalam bidang tata busana. Evaluasi dilakukan melalui umpan balik dan post-test, yang menunjukkan peningkatan yang signifikan dalam pemahaman dan keterampilan peserta. Selain itu, melalui pendampingan yang intensif selama sesi praktik, para peserta dapat mengatasi kendala dan memperdalam pemahaman mereka tentang penerapan kecerdasan buatan dalam konteks industri tata busana. Hal ini memberikan landasan yang kuat bagi mereka untuk mengembangkan keterampilan yang relevan dengan tuntutan dunia kerja yang terus berkembang. Dengan demikian, program ini tidak hanya meningkatkan kualitas pendidikan di SMK Negeri 1 Warureja, tetapi juga membuka jalan bagi para siswa dan guru untuk bersaing secara lebih efektif dalam dunia industri yang semakin terhubung dengan teknologi kecerdasan buatan . Melalui kolaborasi yang erat antara SMK dan institusi pendidikan lainnya, upaya bersama ini dapat memperkuat daya saing siswa dalam menghadapi tantangan masa depan yang kompleks. Collapse",25 May 2024
Edukasi Etika dan Dampak Penggunaan Kecerdasan Buatan di Era Digital pada Siswa SMA Xaverius 2 Palembang,"Siswa di SMA Xaverius 2 Palembang dididik tentang etika dan konsekuensi penggunaan AI. Di era komputer dan internet saat ini, sangat penting bagi siswa untuk memahami cara menggunakan teknologi dengan benar. Program pengabdian masyarakat, yang melibatkan diskusi interaktif, studi kasus, dan simulasi, membantu siswa memahami prinsip-prinsip etika dan potensi dampak negatif dari penggunaan kecerdasan buatan . Hasil dari program ini menunjukkan bahwa siswa lebih memahami etika tentang penggunaan kecerdasan buatan , lebih menyadari dampak negatif dari penggunaan kecerdasan buatan , dan lebih memperhatikan apa yang mereka lihat. Selain itu, partisipasi aktif siswa dalam diskusi menunjukkan peningkatan kemampuan argumentasi dan kolaborasi. Diharapkan bahwa pengetahuan ini akan menghasilkan generasi yang lebih sadar teknologi. Collapse",22 November 2024
Pengembangan Game Congklak Berbasis Kecerdasan Buatan Menggunakan Algoritma Alpha-Beta Pruning,"Penelitian ini berfokus pada pengembangan game congklak berbasis kecerdasan buatan dengan implementasi algoritma Alpha-Beta Pruning dan metode ATUMICS, bertujuan untuk mengoptimalkan proses evaluasi pohon keputusan tanpa mengurangi akurasi hasil. Transformasi permainan congklak dari bentuk tradisional menjadi digital ini dirancang untuk mempertahankan serta memperkenalkan warisan budaya Indonesia melalui media interaktif yang mendidik. Hasil pengujian kualitas perangkat lunak menunjukkan bahwa game ini mencapai tingkat keberhasilan 81,9% dalam aspek kegunaan, yang dikategorikan sebagai ""Sangat Baik"". Respon pengguna yang positif mengindikasikan bahwa game ini tidak hanya menawarkan hiburan, tetapi juga berfungsi sebagai alat edukasi yang efektif, dengan kecerdasan buatan yang mendukung permainan yang dinamis dan menantang. Kontribusi utama dari penelitian ini adalah pengembangan teknologi untuk pelestarian budaya tradisional melalui media digital, sekaligus membuka peluang untuk penelitian lebih lanjut dalam penerapan kecerdasan buatan di bidang permainan digital. Temuan ini diharapkan dapat berperan penting dalam promosi dan pelestarian nilai-nilai budaya Indonesia di era digital. Collapse",30 September 2024
Penerapan Kecerdasan Buatan Dalam Meningkatkan Efektivitas Perilaku SDM Di Era Industry 4.0 Metode Systematic Literature Review,"Dalam era Industri 4.0 yang ditandai oleh adopsi teknologi digital dan kecerdasan buatan (AI), pengelolaan sumber daya manusia (SDM) menjadi semakin penting dalam memastikan kinerja perusahaan yang optimal. Artikel ini mengkaji penerapan kecerdasan buatan dalam meningkatkan efektivitas perilaku SDM di era Industri 4.0 melalui analisis sistematis literatur (SLR). Melalui SLR ini, berbagai artikel terkait dengan topik tersebut dipelajari, termasuk tentang model-model AI yang digunakan dan implementasinya dalam konteks SDM. Hasil review menunjukkan bahwa penerapan kecerdasan buatan dalam SDM dapat memberikan sejumlah manfaat yang signifikan bagi perusahaan. Salah satunya adalah peningkatan efisiensi proses SDM, seperti rekrutmen, seleksi, dan pengelolaan kinerja karyawan, melalui penggunaan algoritma dan sistem otomatisasi. Selain itu, AI juga memungkinkan pengambilan keputusan yang lebih akurat berdasarkan analisis data yang besar dan beragam, membantu perusahaan untuk membuat keputusan strategis yang lebih tepat. Namun, selain manfaatnya, penerapan kecerdasan buatan dalam SDM juga menimbulkan sejumlah tantangan dan risiko. Masalah privasi dan keamanan data menjadi perhatian utama, di samping risiko terkait dengan bias dalam pengambilan keputusan AI. Oleh karena itu, perusahaan perlu mempertimbangkan dengan hati-hati implementasi teknologi ini, sambil memastikan bahwa langkah-langkah yang diperlukan diambil untuk melindungi integritas data karyawan dan mengurangi risiko bias.Dengan memahami tantangan dan risiko yang terkait, serta memanfaatkan potensi teknologi kecerdasan buatan dengan bijak, perusahaan dapat mengoptimalkan manfaatnya dalam meningkatkan efektivitas perilaku SDM dan mencapai tujuan bisnis mereka di era Industri 4.0. Collapse",5 May 2024
Klasifikasi Gambar Pemandangan dengan Kecerdasan Buatan Berbasis CNN,"Penggunaan Kecerdasan Buatan berbasis Convolutional Neural Network (CNN) telah mencapai kemajuan pesat dalam analisis visual, khususnya dalam klasifikasi gambar pemandangan. Penelitian ini menerapkan metode CNN untuk mengklasifikasikan secara otomatis gambar-gambar pemandangan alam. Dengan langkah-langkah pelatihan jaringan dan ekstraksi fitur yang canggih, CNN dapat mengenali pola dan fitur unik dari berbagai kategori pemandangan, seperti gunung, hutan, jalan, laut, dan gletser. Keunggulan utama CNN terletak pada kemampuannya untuk mengidentifikasi fitur-fitur kompleks dan abstrak dalam gambar. Hasil evaluasi menunjukkan bahwa model CNN mencapai akurasi yang memuaskan dalam mengklasifikasikan gambar pemandangan. Penggunaan metode ini menawarkan manfaat praktis dalam berbagai aplikasi, termasuk pengenalan lokasi, perjalanan virtual, dan analisis lingkungan. Kecerdasan Buatan berbasis CNN membuka peluang baru dalam pengenalan visual alam dan potensinya untuk berkontribusi dalam memahami keindahan alam secara otomatis. Collapse",1 April 2024
PEMANFAATAN KECERDASAN BUATAN (AI) SEBAGAI MEDIA PENDUKUNG PEMASARAN PRODUK USAHA MIKRO KECIL MENENGAH (UMKM) PADA UMKM BORNEO ISTIMEWA,"Kemajuan teknologi informasi telah menjadi kekuatan besar dalam mengubah cara perusahaan melakukan bisnis. Ketika informasi menjadi lebih mudah diakses dan menyebar, teknologi informasi memainkan peran sentral dalam membentuk strategi, operasi, dan interaksi perusahaan dengan pelanggan dan mitra bisnis. Kecerdasan Buatan yang dalam bahasa Inggris disebut Artificial Intelligence (AI) adalah salah satu konsep teknologi informasi dari cabang ilmu komputer dalam meniru kecerdasan manusia. Tujuan dari AI adalah memproses sebuah informasi, belajar dari pengalaman, adaptasi dari perubahan, dan melakukan tugas-tugas tertentu secara mandiri. Setelah dianalisa, masih banyak anggota UMKM Borneo Istimewa yang masih kurang pemahaman akan pemnfaatan kecerdasan buatan dalam hal pemasaran produk. Sehingga membuat produk yang dijual kurang terkenal, jika menggunakan kecerdasan buatan akan lebih mudah dalam melakukan pemasaran produk. Dengan adanya pelatihan mengenai pemanfaatan kecerdasan buatan ini, di harapkan akan menambah pengetahuan pelaku UMKM serta memberi dampak positif untuk penjualan produk mereka. Collapse",8 February 2024
Sosialisasi Komputasi Kreatif Dan Pemanfaatan Kecerdasan Buatan : Cerdas Dalam Memutuskan Belanja Online Penggunaan Aplikasi Tiktok Shop,"Pengabdian masyarakat ini bertujuan untuk meningkatkan literasi digital masyarakat dalam konteks komputasi kreatif dan pemanfaatan kecerdasan buatan (AI) dalam pengambilan keputusan belanja online. Fokus utama dari pengabdian ini adalah sosialisasi penggunaan komputasi kreatif, terutama melalui aplikasi TikTok Shop, untuk memberikan pengalaman berbelanja yang lebih cerdas dan terpersonalisasi. sosialisasi komputasi kreatif dan pemanfaatan kecerdasan buatan : cerdas dalam memutuskan belanja online penggunaan aplikasi TikTok Shop merupakan upaya untuk meningkatkan pemahaman masyarakat tentang belanja online yang cerdas dan aman serta memanfaatkan fitur TikTok Shop. TikTok Shop adalah platform social e-commerce yang memungkinkan penjual untuk menawarkan produknya ke pengguna TikTok secara langsung. Untuk menggunakan TikTok Shop, pengguna perlu mendaftar akun di TikTok Shop seller center agar dapat berjualan, sementara untuk berbelanja, pengguna dapat membuka aplikasi TikTok, menemukan produk, dan melakukan pembayaran. Melalui sosialisasi ini, diharapkan masyarakat dapat memanfaatkan teknologi secara lebih cerdas dalam memutuskan belanja online dan memanfaatkan fitur TikTok Shop secara efektif. Pengabdian ini diharapkan dapat memberikan manfaat signifikan dalam meningkatkan pemahaman masyarakat tentang potensi kecerdasan buatan dalam konteks belanja online. Dengan adanya pemahaman yang lebih baik, diharapkan masyarakat dapat memanfaatkan teknologi ini secara lebih efektif untuk membuat keputusan belanja yang cerdas, efisien, dan memuaskan. Selain itu, melalui kolaborasi dengan komunitas online, kami berharap dapat menciptakan lingkungan yang mendukung pertukaran pengetahuan dan pengalaman antar pengguna, memperkaya wawasan tentang penggunaan komputasi kreatif dan kecerdasan buatan dalam konteks belanja online. Collapse",9 September 2024
Strategi Inovatif Meningkatkan Kapasitas Tekno-Pedagogik Guru TK Al-Wahdah dengan Pelatihan Penggunaan Kecerdasan Buatan Chatgpt untuk Mendukung Pembelajaran Kreatif,"This study aims to explore the effectiveness of artificial intelligence (AI)-based training, especially ChatGPT, in increasing the techno-pedagogic capacity of Al-Wahdah Kindergarten teachers in the city of Bandung. This training is designed using a hands-on-based interactive workshop approach, which allows teachers to directly practice the use of ChatGPT in designing teaching materials that suit the needs of early childhood. Evaluation is carried out through pre-test and post-test to measure the improvement of teachers' skills in the use of technology. The results showed that the average teacher's pre-test score was 50, which increased to 85 on the post-test, showing an increase of 70%. In addition, 90% of participants reported increased confidence in using AI technology to design more creative and interactive teaching materials. Although this training has succeeded in improving teachers' technical skills, challenges such as limited access to technology devices and infrastructure in schools are obstacles to the long-term application of this technology. Therefore, ongoing support and adequate infrastructure are needed to ensure long-term success. Collapse",29 June 2025
Bimbingan dan Konseling Di Era Society 5.0: Menyeimbangkan Soft Skill dan Kecerdasan Digital (AI),"Perkembangan teknologi dalam era Society 5.0 telah membawa dampak besar terhadap berbagai aspek kehidupan, termasuk layanan bimbingan dan konseling. Transformasi ini menuntut konselor untuk tidak hanya menguasai keterampilan teknis (hard skills), tetapi juga memiliki kemampuan non-teknis seperti empati, komunikasi, dan kecerdasan emosional yang tidak dapat digantikan oleh kecerdasan buatan (AI). Penelitian ini menggunakan metode kajian pustaka untuk menggali strategi penguatan soft skills bagi konselor agar mampu beradaptasi dengan dinamika digital dan tetap mempertahankan nilai-nilai kemanusiaan dalam pelayanannya. Hasil studi menunjukkan bahwa konselor perlu memiliki literasi digital yang tinggi, mampu berinovasi, serta siap berkolaborasi lintas bidang untuk menjawab tantangan layanan konseling berbasis teknologi seperti cybercounseling dan dukungan AI. Dengan demikian, penguasaan soft skills menjadi komponen kunci dalam mempertahankan efektivitas dan relevansi profesi konselor di era digital. Collapse",3 June 2025
Integritas Kecerdasan (AI) dalam Pembelajaran PAI: Meningkatkan Pemahaman Konsep Tauhid di Era Society 5.0.,"Penelitian ini menganalisis peran integritas kecerdasan buatan (AI) dalam meningkatkan pemahaman konsep tauhid di era Society 5.0.  Era Society 5.0 ditandai oleh kemajuan teknologi yang pesat, termasuk AI, yang memiliki potensi besar namun juga risiko dalam konteks pendidikan agama.  Studi ini mengeksplorasi bagaimana AI dapat dimanfaatkan sebagai alat untuk memperkuat pemahaman tauhid melalui media digital, sekaligus mengidentifikasi tantangan yang muncul akibat keterbatasan AI dalam memahami aspek emosional dan spiritual yang mendalam dalam konsep tauhid.  Penelitian ini menekankan pentingnya integrasi keterampilan 4C (critical thinking, communication, creativity, collaboration) bagi pendidik dalam memanfaatkan AI secara efektif dan bertanggung jawab, guna mencegah penyebaran informasi yang salah dan memastikan pemahaman tauhid yang komprehensif dan berimbang.  Hasil penelitian diharapkan dapat memberikan kontribusi bagi pengembangan strategi pembelajaran PAI yang inovatif dan relevan di era digital Collapse",5 June 2025
